CUSTOMER_ID,REGION,AGE,PARENT,OCCUPATION,MOBILE_APP_USER,CARD_COLOUR,CREDIT_LIMIT,SPEND_M1_TRAVEL,SPEND_M1_GROCERY,SPEND_M1_OTHER,SPEND_M2_TRAVEL,SPEND_M2_GROCERY,SPEND_M2_OTHER,SPEND_M3_TOTAL
3789,England,65,0,Employed,1,Black,250,59.46,34.32,0,33.42,38.39,0,80.8
3790,England,67,1,Retired,0,Red,1000,274.64,268.36,99.05,219.48,268.37,155.79,404.55
3791,England,42,0,Unemployed,1,Blue,500,37.35,57.4,25.02,9.02,13.87,6.05,65.71
3792,England,41,1,Self-employed,1,Black,250,34.83,51.12,25.11,38.56,52.07,23.9,66.17
3793,England,35,1,Employed,1,Black,250,0,52.94,17.2,10.52,41.67,26.88,78.26
3794,England,47,0,Student,0,Blue,250,3.34,5.77,4.48,8.12,14.04,10.91,21.51
3795,England,81,0,Employed,0,Red,250,16.24,38.62,31.02,46.2,33.06,80.71,170.77
3796,England,46,1,Employed,1,Red,250,0,63.21,46.49,44.44,48.79,17.7,134.29
3797,England,45,1,Employed,0,Red,250,15.45,66.69,3.58,25.38,68.44,8.29,79.77
3798,England,20,0,Student,0,Blue,250,4.6,8.32,2.56,6.54,11.83,3.64,27.07
3799,England,54,1,Retired,0,Red,500,13.83,17.88,14.97,27.9,36.06,30.2,51.48
3800,England,77,0,Employed,1,Black,250,1.98,28.8,0,10.1,29.35,91.94,96.46
3801,Scotland,50,0,Self-employed,0,Blue,250,6.32,20.88,7.4,7.46,24.66,8.74,15.49
3802,England,51,1,Student,1,Red,1000,100.36,192.58,209.09,65.35,175.49,0,446.84
3803,England,55,0,Retired,0,Black,500,35.52,53.76,56.79,4.09,6.19,6.54,100.71
3804,Scotland,18,0,Student,1,Red,250,0,20.49,0,0,15.77,0,22.32
3805,England,34,1,Employed,1,Red,250,1.04,60.18,31.68,41.35,58.73,5.62,101.16
3806,England,56,0,Retired,1,Black,250,0,0,0,8.65,30.15,9.72,24.25
3807,Scotland,60,0,Retired,0,Blue,250,16.15,29.19,16.45,11.2,20.24,11.41,27.47
3808,England,23,0,Unemployed,1,Black,250,1.21,3.38,1.25,7.49,20.92,7.77,21.96
3809,England,70,0,Retired,1,Black,250,10.46,14.92,2.15,8.82,12.57,1.81,6.39
3810,England,77,0,Student,1,Red,250,55.41,0,79.2,30.13,0,54.74,52.86
3811,England,34,1,Employed,1,Red,1000,181.63,262.94,126.72,216.44,238.57,46.38,487.77
3812,England,18,0,Student,1,Red,250,39.85,9.26,0,46.96,28.36,0,67.48
3813,England,62,0,Unemployed,1,Red,1000,105.32,143.19,68.04,106.44,141.32,230.02,335.96
3814,England,56,0,Retired,1,Red,250,7.63,13.37,4.48,9.07,15.89,5.32,25.07
3815,England,37,1,Employed,0,Red,250,48.67,68.15,6.24,40.64,0,31.37,74.95
3816,England,34,0,Student,1,Red,1000,0,142.2,45.38,108.9,140.39,33.71,333.15
3817,England,26,0,Unemployed,1,Red,250,50.26,25.67,0,48.52,0,0,58.93
3818,England,29,0,Student,0,Red,500,34.04,39.54,33.4,14.57,16.92,14.29,53.05
3819,England,41,1,Employed,1,Red,500,11.53,119.65,91.08,30.72,99.72,71.75,187.51
3820,England,94,0,Retired,0,Blue,250,3.54,8.21,2.91,3.39,7.87,2.79,10.05
3821,England,31,1,Employed,1,Black,1000,69.47,181.96,50.05,57.04,144.61,1.74,404.92
3822,England,36,0,Self-employed,1,Red,250,11.91,16.23,6.7,23.69,3.06,1.26,37.54
3823,England,59,0,Employed,1,Black,500,46.56,63.73,152.76,67.82,66.74,139.66,120.61
3824,England,44,1,Employed,1,Black,250,9.29,64.88,27.43,13.91,51.82,44.23,58.99
3825,England,41,0,Student,1,Red,500,4.02,7.84,4.5,22.76,44.35,25.45,55.81
3826,Northern Ireland,69,0,Self-employed,1,Red,250,5.1,32.89,91.87,2.1,0,15.09,115.27
3827,England,37,0,Student,1,Red,250,11.19,32.73,5.11,4.97,14.53,2.27,27.8
3828,England,62,0,Retired,0,Red,500,62.93,27.27,39.64,86.8,51.62,78.17,229.55
3829,Scotland,52,1,Self-employed,0,Red,250,63.57,52.08,23.06,24.58,40.04,44.42,92.33
3830,Scotland,37,0,Student,1,Blue,250,14.87,25.77,5.25,4.88,8.46,1.72,23.05
3832,England,48,0,Employed,1,Black,250,3.37,5.41,47.96,46.63,17.35,32.24,91.55
3833,England,34,1,Employed,1,Red,250,25.27,72.73,23.69,31.86,74.94,9.45,102.51
3834,England,58,1,Employed,0,Black,250,3.34,43.5,20.67,0,34.79,34.4,88.15
3835,England,43,1,Employed,1,Red,500,27.44,149.76,52.67,0,122.69,28.93,111.36
3836,England,37,1,Employed,1,Black,1000,224.34,0,96.93,144.34,0,68.88,106.82
3837,Scotland,48,0,Employed,1,Black,1000,31.68,43.19,192.99,214.13,34.39,157.38,373.94
3838,England,40,0,Self-employed,0,Red,250,1.75,35.63,12.8,19.96,31.6,11.35,0
3839,England,48,0,Unemployed,0,Red,250,28.78,35.11,30.37,0,27.13,29.37,45.02
3840,Scotland,26,1,Employed,1,Black,250,0,60.43,1.86,47.89,59.38,3.73,77.72
3841,England,53,1,Retired,0,Black,250,1.96,3.8,1.77,6.36,12.35,5.73,4.77
3842,England,53,0,Student,1,Red,1000,20.33,9.16,122.19,6.33,68,112.94,282.91
3843,Scotland,39,0,Student,0,Red,500,15.02,18.73,21.65,14.07,17.54,20.28,74.75
3844,England,44,0,Employed,1,Red,250,12.65,0,17.12,34.4,26.97,22.22,54.62
3845,England,57,1,Employed,1,Red,250,28.81,66.71,25.94,0,56.06,21.97,148.78
3846,Scotland,62,0,Self-employed,1,Red,500,15.35,55.59,18.31,40.4,73.52,55.02,169.98
3847,England,56,0,Student,1,Red,250,50.03,32.8,11.27,16.56,25.36,14.49,71.92
3848,Scotland,42,1,Unemployed,1,Red,250,41.42,48.19,28.85,0,36.26,22.84,46.58
3849,England,23,0,Student,1,Black,500,23.51,48.03,12.19,14.14,28.9,7.34,68.41
3850,Northern Ireland,43,0,Employed,1,Red,1000,0,0,113.88,0,71.32,77.69,159.23
3851,England,55,0,Self-employed,1,Red,1000,185.67,0,176,202.18,0,40.52,352
3852,England,89,0,Retired,0,Black,250,4.38,8.3,2.52,2.65,5.02,1.52,7.95
3853,England,42,0,Student,1,Red,1000,223.06,33.97,152.06,131.14,104.15,84.24,366.08
3854,England,39,0,Student,1,Black,250,0,20.17,33.26,0,36.44,29.54,39.19
3855,Scotland,56,0,Unemployed,0,Red,1000,214.92,50.37,198.62,237.76,64.93,124.52,211.09
3856,England,41,0,Unemployed,1,Red,1000,73.97,52.48,57.57,30.25,16.71,18.33,205.26
3857,England,52,0,Student,1,Black,250,19.93,0,40.13,39.92,0,53.86,101.65
3858,England,32,0,Self-employed,1,Black,250,16.07,22.32,12.7,1.11,1.55,0.88,40.31
3859,England,28,1,Student,1,Red,250,0,47.95,15.84,0,50.6,15.84,95.52
3860,Scotland,51,0,Unemployed,0,Black,250,0,0,0,13.06,16.36,5.14,19.89
3861,England,40,0,Student,1,Blue,250,12.33,18.05,5.27,15.71,23,6.72,47.84
3862,England,28,0,Self-employed,1,Black,500,26.38,28.42,25.05,9.84,10.6,9.34,68.1
3863,England,21,1,Employed,1,Red,250,47.66,62.94,2.68,43.44,65.24,1.6,110.76
3864,England,29,1,Employed,1,Red,250,11.37,0,6.58,42.41,0,11.36,64.55
3865,England,44,0,Employed,1,Red,500,0,41.61,26.42,0,31.34,13.43,135.79
3866,Scotland,59,1,Employed,1,Black,250,0,59.01,14.57,0,44.72,34.18,80.35
3867,England,44,0,Student,0,Blue,1000,52,20.92,37.77,86.9,34.97,63.11,163.18
3868,England,66,0,Self-employed,0,Red,500,0,0,0,0,46.5,0,15.09
3869,Scotland,29,0,Self-employed,1,Blue,500,25.61,25.63,32.42,14.01,14.02,17.73,59.97
3870,England,36,1,Employed,0,Black,250,49.6,77.66,15.16,30.72,70.6,26.96,114.27
3871,England,56,0,Retired,0,Black,250,8.14,17.95,7.13,3.52,7.77,3.09,28.81
3872,England,68,0,Employed,1,Red,250,0,19.41,52.17,0,22.71,74.66,63.76
3873,England,67,0,Self-employed,0,Red,500,29.26,38.9,26.78,5.81,7.72,5.32,97.6
3874,England,32,1,Student,1,Red,1000,215.11,222.66,1.46,89.6,219.63,80.98,415.38
3875,England,62,0,Employed,0,Black,500,119.98,64.71,48.49,112.79,62.21,108.34,126.84
3876,England,36,1,Student,1,Black,250,3.62,57.32,24.61,0,50.69,8.14,65.95
3877,England,55,0,Employed,0,Black,250,70.78,34.72,0.54,28.9,36.4,5.12,122.72
3878,England,65,0,Retired,0,Black,250,9.98,31.26,9.1,11.33,35.52,10.34,0
3879,England,58,1,Employed,1,Black,500,16.36,146.05,36.66,97.91,108.68,62.08,219.84
3880,England,39,0,Employed,1,Red,250,0,5.46,10.78,0,16.57,35.08,31.59
3881,England,47,0,Student,1,Red,500,0,2.63,61.84,26.01,22.75,6.43,154.54
3882,England,37,1,Employed,0,Red,500,46.08,125.5,0,0,109.29,0,121.36
3883,Wales,61,0,Unemployed,1,Blue,250,7.64,19.6,7.96,7.38,18.91,7.68,5.65
3884,England,43,0,Employed,1,Black,1000,127.68,52.85,79.57,0,0,0,231.45
3885,England,25,1,Employed,1,Black,500,32.9,35.23,25.16,11.53,12.34,8.82,104.21
3886,England,54,0,Retired,1,Red,1000,0,28.34,0,0,65.92,0,34.5
3887,Scotland,21,0,Student,1,Red,500,0,0,0,15.99,51.41,9.95,60.53
3888,England,58,1,Student,1,Black,500,36.32,79.09,36.62,34.55,81.26,118.11,188.46
3889,England,31,0,Self-employed,1,Black,500,0,0,0,37.42,39.44,52.82,30.16
3890,England,37,1,Student,1,Black,500,133.26,149.53,44.27,0,130.93,44.04,128.8
3891,England,46,1,Employed,1,Red,1000,0,0,0,0,0,0,0
3892,England,61,0,Employed,1,Black,500,140.39,7.89,9.01,0,11.34,97.39,79.76
3894,England,86,0,Retired,0,Black,1000,0,23.13,0,0,0.73,0,28.49
3895,England,61,0,Retired,0,Red,1000,25.28,9.29,10.74,55.96,20.57,23.78,140.2
3896,Scotland,32,0,Unemployed,0,Blue,250,10.32,13.72,9.86,4.56,6.07,4.36,27.04
3897,England,54,0,Retired,0,Red,500,0,0,0,0,0,0,0
3898,England,41,0,Student,1,Red,1000,99.02,56.28,52.02,44.67,25.39,23.47,242.32
3899,Scotland,37,1,Student,1,Red,250,0,37.4,30.1,47.94,0,21.03,52.31
3900,England,31,1,Self-employed,1,Red,250,0,72.99,12.72,51.83,55.66,8.55,95.1
3901,England,34,1,Employed,1,Black,250,71.23,42.91,10.64,54.31,52.9,26.88,105.56
3902,England,33,1,Employed,1,Black,250,0,76.4,25.42,0,60.08,15.03,99.07
3903,England,48,0,Unemployed,1,Red,250,2.48,10.79,35.49,3.8,28.4,11.67,83.17
3904,England,31,0,Employed,1,Black,1000,39.97,16.52,20.45,0.81,0.34,0.42,242.28
3905,England,62,0,Employed,1,Red,250,11.19,0,85.69,30.89,0,59.75,79.77
3906,England,23,0,Employed,1,Black,250,24.88,0,0,10.03,20.3,11.1,9.3
3907,England,51,0,Unemployed,0,Black,1000,40.02,21.14,13.17,51.06,10.12,6.31,154.39
3908,England,56,0,Retired,1,Red,500,17.62,47.13,23.38,9.66,17.96,12.82,93.17
3909,England,46,0,Student,1,Blue,1000,63.98,27.56,23.16,55.35,31.51,26.48,144.03
3910,England,18,0,Employed,1,Red,250,26.68,29.16,0,27.9,39.19,0,47.85
3911,England,44,1,Student,1,Red,1000,31.93,23.63,18.51,48.71,36.05,28.24,72.12
3912,England,60,0,Self-employed,0,Black,500,0,11.71,0,0,22.81,0,13.38
3913,Scotland,54,1,Employed,1,Red,1000,0,189.08,32.75,178.72,132.53,137,387.68
3914,England,67,0,Retired,1,Black,500,145.19,11.02,7.02,54,18.16,67.29,121.9
3915,England,23,0,Student,1,Blue,250,7.93,19.91,12.59,4.61,11.56,7.31,42.84
3916,England,53,0,Retired,1,Red,500,8.16,9.65,6.11,46.69,55.2,34.91,61.45
3917,England,53,0,Employed,0,Black,500,0,0,0,25.89,51.03,19.45,35.28
3918,England,36,1,Self-employed,0,Blue,250,6.43,14.11,5.29,7.13,15.65,5.86,29.06
3919,England,64,0,Retired,0,Red,1000,56.95,32.96,25.65,88.22,51.05,39.74,83.09
3920,England,54,1,Employed,1,Black,250,44.81,70.78,64.86,43.12,60.43,67.48,118.92
3921,England,34,0,Employed,1,Black,500,24.81,40.71,31.82,17.54,28.78,22.49,0
3922,England,45,0,Self-employed,0,Black,1000,178.29,49.58,181.92,195.63,50.93,4.57,338.05
3923,Scotland,50,1,Employed,0,Black,250,68.08,43.84,0,31.89,30.53,0,73.37
3924,Wales,59,0,Retired,0,Black,1000,86.33,37.75,71.01,3.19,1.4,2.63,117.59
3925,England,61,0,Employed,1,Black,250,0,23.62,50.27,11.37,34.01,30.88,96.26
3926,England,47,1,Unemployed,1,Red,250,45.8,63.11,10.75,0,65.63,40.19,46.3
3928,England,37,0,Student,0,Black,250,4.77,12.76,5.18,6.97,18.63,7.57,8.15
3929,England,71,0,Unemployed,0,Black,1000,231.07,123.87,178.08,203.48,167.21,11.95,579.32
3930,England,48,1,Employed,1,Black,1000,103.52,288.91,0,156.1,269.07,0,267.95
3931,England,53,0,Employed,1,Black,500,0,47.76,123.62,57.17,44.3,73.28,204.15
3932,England,28,1,Student,1,Black,1000,21.05,10.82,10.02,108.94,55.97,51.85,14.55
3933,England,42,0,Student,0,Black,1000,64.58,27.16,72.31,41.94,17.64,15.3,90.41
3934,England,40,0,Employed,0,Red,1000,0,52.89,118.43,0,72.36,96.12,287.34
3935,England,20,1,Student,1,Red,250,8.97,22.63,8.82,3.6,9.09,3.54,33.39
3936,England,62,0,Employed,0,Red,500,0,20.11,165.56,0,26.7,55.34,143.78
3937,England,31,0,Unemployed,1,Red,1000,57.47,24.04,20.15,62.45,26.13,21.9,63.51
3938,England,42,0,Employed,1,Red,250,70.39,19.16,14.94,33.49,23.86,19.18,74.82
3939,England,62,0,Employed,1,Red,500,0,36.05,44.37,114.06,70.15,139.36,182.54
3940,England,35,1,Self-employed,1,Red,250,9.97,17.52,7.24,4.5,22.56,9.32,32.91
3941,England,54,0,Employed,1,Red,250,71.75,1.36,70.48,55.11,16.4,0,114.39
3942,Scotland,56,1,Unemployed,1,Black,500,46.36,75.5,25.34,39.87,85.74,80.98,191.05
3943,England,36,1,Student,1,Black,1000,57.52,270.66,36.54,116.87,267.68,78.06,457.54
3944,England,52,1,Self-employed,1,Red,250,58.52,41.34,42.77,0,35.51,29.38,54.34
3945,England,47,0,Employed,1,Red,1000,0,131.66,25.05,201,185.63,130.13,197.47
3946,England,47,1,Employed,1,Red,500,35.03,43.1,17.89,56.59,66.72,35.3,9.18
3947,England,47,0,Employed,1,Black,500,142.03,52.8,17.08,0,79.36,54.52,93.96
3948,England,55,1,Retired,0,Blue,500,10.05,11.58,9.98,21.04,24.25,20.9,12.79
3949,Scotland,37,1,Employed,1,Red,1000,152.3,213.58,31.66,121.58,175.42,39.81,180.24
3950,England,52,0,Retired,1,Black,500,19.95,41.36,40.22,9.87,20.47,11.96,83.17
3951,England,31,1,Unemployed,1,Red,500,2.6,105.36,19.33,84.22,90.38,31.33,182.63
3952,Scotland,57,0,Unemployed,0,Black,250,0,24.14,40.08,18.98,0,16.49,89
3953,England,21,0,Unemployed,1,Red,500,8.65,10.92,9.65,14.68,17.83,10.96,23.72
3954,England,47,0,Unemployed,1,Blue,250,6.04,9.95,5.66,7.44,12.26,6.97,14.74
3955,England,30,1,Self-employed,1,Black,500,3.47,109.64,10.41,48.05,89.86,10.79,157.28
3956,England,38,0,Student,1,Blue,250,9.6,29.23,8.05,6.91,21.03,5.79,22.65
3957,Scotland,37,0,Student,0,Black,250,6.08,7.69,2.05,12.91,16.33,4.34,13.86
3959,Northern Ireland,39,1,Employed,1,Red,500,0,0,81.68,142.09,0,11.46,76.84
3960,England,31,1,Unemployed,1,Red,500,139.56,86.28,33.4,128.53,74.04,12.22,146.61
3961,England,50,0,Employed,1,Black,250,50.06,0.74,14.18,46.26,1.82,18.5,53.59
3962,England,59,1,Student,1,Red,250,19.39,45.98,18.12,18.42,39.57,50.03,90.06
3964,England,28,0,Self-employed,1,Black,250,1.91,5.54,1.88,3.15,9.1,3.1,45.45
3965,England,38,0,Student,0,Blue,250,7.14,19.34,13.66,13.2,35.73,25.24,29.03
3966,England,55,0,Retired,1,Red,250,14.37,25.24,6.64,9.56,16.78,4.41,40.64
3967,Scotland,27,0,Self-employed,1,Blue,250,10.96,17.26,10.98,4.46,7.03,4.47,23.31
3968,England,43,1,Student,1,Black,500,0,85.01,0,0,71.23,0,66.34
3969,England,33,0,Self-employed,0,Red,500,7.19,26.08,18.7,12.5,22.85,16.39,0
3970,England,43,1,Employed,1,Red,250,0,50.71,0,0,58.11,39.55,44.27
3971,England,47,0,Employed,1,Blue,250,9.46,22.11,7.79,12.31,28.76,10.13,30.93
3972,England,18,0,Student,1,Black,500,97.82,75.76,0,40.36,58.02,0,124.85
3973,England,46,0,Employed,1,Red,500,97.8,73.8,75.49,37.85,79.37,104.99,188.05
3974,England,56,0,Retired,1,Black,250,6.49,19.94,5.72,5.01,15.38,4.41,36.99
3975,Wales,29,1,Employed,1,Blue,250,37.83,37.9,21.78,30.75,32.27,11.89,46.65
3976,England,31,0,Unemployed,1,Black,500,26.02,30.5,22.77,0,0,0,77.19
3977,England,51,0,Student,0,Black,500,112.49,50.1,0,74.24,47.6,80.16,106.29
3978,England,47,0,Unemployed,0,Blue,250,5.41,9.67,3.3,5.42,9.7,3.31,20.69
3979,England,45,0,Unemployed,1,Black,500,11.77,15.4,18.37,8.44,11.05,13.18,53.88
3980,England,56,0,Retired,0,Red,250,0,27.7,0,0,24.09,0,1.3
3981,England,30,1,Employed,1,Black,500,33.4,123.92,0,72.58,107.6,0,173.03
3982,England,33,1,Employed,1,Black,250,0,46.98,14.68,39.52,36.33,26.37,46.04
3983,Wales,23,0,Employed,1,Blue,500,28.77,34.99,23.44,19.05,23.17,15.52,55.77
3984,England,66,0,Unemployed,0,Red,250,56.61,8.06,19.47,53.27,10.55,46.25,67.12
3985,England,36,0,Self-employed,1,Blue,250,11.24,16.4,5.87,16.81,24.53,8.77,39.19
3986,England,60,0,Retired,0,Black,500,27.54,50.82,30.17,0.48,0.89,0.53,84.56
3987,England,64,0,Employed,1,Black,1000,180.61,95.3,232.24,254.51,125.09,349.31,606.2
3988,England,52,1,Employed,0,Black,500,76.6,98.22,115.99,39.77,102.01,97.96,162.51
3989,England,45,0,Self-employed,1,Blue,500,24.53,28.84,21.9,22.34,26.26,19.94,36.01
3990,England,72,0,Retired,0,Black,250,0,0,0,18.42,34.74,18.45,46.15
3991,Northern Ireland,58,1,Employed,1,Red,250,41.12,33.69,0,30.58,40.96,0,39.9
3992,England,73,0,Retired,1,Black,250,1.59,4.72,0.82,9.1,26.99,4.67,32.06
3993,England,34,0,Self-employed,1,Black,250,11.9,17.32,4.54,3.78,5.51,1.44,21.55
3994,England,34,1,Employed,0,Black,500,103.09,106.34,15.95,49.74,114.94,41.43,198.75
3995,England,63,0,Unemployed,1,Red,500,75.55,3.37,112.53,0,4.33,84.71,142.7
3996,Scotland,51,0,Retired,0,Black,250,4.76,15.55,4.67,2.56,8.36,2.51,42.18
3997,England,62,0,Retired,0,Red,500,0,70.03,24.88,0,69.16,28.67,89.76
3998,England,37,0,Self-employed,1,Blue,250,6.91,20.31,6.41,7.32,21.51,6.79,26.94
3999,England,51,0,Employed,1,Red,250,60.01,0,65.34,24.02,27.75,10.38,39.31
4000,England,34,1,Unemployed,1,Red,1000,88.79,209.89,0,173.07,219.35,0,361.08
4001,England,51,0,Student,1,Red,250,16.34,9.73,16.39,18.49,19.81,7.68,78.2
4002,Wales,44,0,Employed,1,Blue,250,0,3.34,41.54,0,8.13,40.3,38.46
4003,England,42,1,Student,1,Blue,250,10.61,27.96,7.03,16.08,42.38,10.66,32.57
4004,Scotland,58,0,Employed,1,Red,1000,284.52,59.22,316.8,116.41,103.23,10.59,343.97
4005,England,37,0,Student,0,Red,500,0,0,0,0,0,0,0
4006,England,18,0,Student,1,Red,1000,172.28,134.7,0,91.92,140.54,0,267.73
4007,England,61,0,Retired,1,Black,250,0,18.29,3.46,0,29.7,0,29.64
4008,England,34,0,Self-employed,1,Black,250,9.36,23.26,5.49,2.72,6.75,1.59,17.67
4009,Scotland,26,1,Student,1,Red,250,64.63,50.79,5.72,46.78,33.73,7.99,34.53
4010,England,22,1,Self-employed,1,Black,500,15.51,41.7,20.44,0,0,0,129.61
4011,England,39,1,Unemployed,1,Red,250,71.73,74.21,24.92,59.29,67.56,24.73,109.99
4012,England,63,0,Retired,1,Red,500,59.36,22.11,32.34,20.07,59.42,136.5,194.94
4013,England,31,1,Unemployed,0,Black,500,87.9,118.41,25.79,69.84,101.96,26.91,13.11
4014,England,58,1,Employed,1,Black,500,54.12,148.37,0,117.6,116.05,0,242.28
4015,England,23,1,Unemployed,1,Black,250,5,12.28,6.72,7.27,0,0,55.81
4016,Northern Ireland,65,0,Student,1,Red,250,15.63,27.82,74.45,6.33,24.84,35.13,119.07
4017,Scotland,65,0,Retired,1,Red,250,40.46,31.79,3.71,40.11,34.46,14.52,127.84
4018,Scotland,18,0,Student,1,Red,500,115.56,64.89,0,63.03,68.64,0,146.48
4019,Scotland,66,0,Retired,1,Red,1000,23.24,20.36,93.36,113.08,27.13,226.68,462.72
4020,England,26,1,Employed,1,Black,250,35.94,61.44,11.14,43.23,58.84,12.67,100.43
4021,England,43,1,Self-employed,1,Black,250,43.61,45.76,24.56,15.64,0,41.8,113.12
4022,England,61,0,Employed,0,Red,250,48.59,0,72.24,63.9,0,48.42,65.06
4023,England,27,0,Student,1,Black,250,0,0,0,10.55,39.95,10.18,23.15
4025,England,43,0,Employed,1,Red,250,41.99,20.98,17.28,49.72,31.47,43.41,90.81
4026,England,75,0,Retired,0,Red,250,41.13,23.54,16.79,58.82,36.99,77.33,162.47
4027,England,60,0,Retired,1,Blue,250,0,23.71,0,0,26.67,0,17.44
4028,England,37,0,Employed,1,Red,250,0,20.45,14.92,10.75,24.48,29.94,57.04
4029,England,41,0,Employed,1,Red,250,27.4,25.88,22.19,43.95,19.05,25.96,72.84
4030,England,32,0,Student,1,Red,500,112.49,17.24,23.72,120.49,32.84,19.15,177.96
4031,England,50,1,Employed,1,Black,250,38.52,57.48,13.36,20.99,46.45,3.26,47.94
4032,England,42,1,Unemployed,0,Red,250,0,41.86,4.17,0,47.11,2.36,75.63
4033,England,18,0,Student,1,Red,250,37.7,14.36,0,13.3,27.02,0,55.38
4034,England,29,1,Student,1,Black,1000,193.34,155.96,34.88,195.98,150.57,47.88,331.56
4035,England,47,0,Employed,1,Black,500,15.72,46.39,93.62,94.89,74.2,86.57,223.16
4036,England,30,0,Student,1,Black,500,26.26,32.07,18.74,20.06,24.5,14.32,14.86
4037,Scotland,24,0,Unemployed,0,Red,250,0,2,0,0,21.63,0,0
4038,England,28,0,Student,1,Red,250,8.68,16.25,3.9,2.36,35.91,1.06,39.72
4039,Scotland,56,1,Unemployed,1,Black,250,40.94,35.77,0,19.03,23.05,18.16,62.74
4040,England,29,0,Student,1,Red,1000,52.02,30.61,17.39,64.51,37.96,21.56,73.15
4041,England,48,1,Employed,0,Red,250,0,43.31,31.94,0,49.55,29.6,84.94
4042,Scotland,26,0,Unemployed,1,Blue,500,11.38,18.45,12.84,11.04,17.89,12.46,10.33
4043,England,26,1,Unemployed,0,Black,1000,40.16,193.17,4.37,219.49,167.39,15.19,392.4
4044,England,69,0,Student,1,Black,250,32.09,9.43,61.54,61.02,24.09,9.48,107.12
4045,Scotland,56,0,Student,0,Black,1000,169.6,105.73,98.48,154.38,127.54,124.42,332.95
4046,England,34,1,Employed,1,Red,250,0,68.24,2.08,21.61,55.39,29.85,64.95
4047,England,63,0,Retired,1,Red,1000,246.18,60.88,85.83,191.13,48.8,54.26,575.3
4048,England,35,1,Student,1,Red,500,0,150.26,26.79,0,123.93,16.72,109.66
4049,Northern Ireland,18,0,Student,1,Red,500,126.74,20.83,0,64.26,54.78,0,95.23
4051,Scotland,32,0,Employed,1,Red,250,4.27,12.5,4.66,5.33,15.59,5.81,39.07
4052,England,20,1,Student,1,Black,500,28.66,144.04,5.76,18.73,126.99,3.61,141.51
4053,England,40,0,Student,0,Red,500,26.63,33.04,31.85,5.29,6.56,6.33,22.11
4054,England,27,0,Student,1,Blue,250,10.32,15.96,3.74,8.09,8.59,2.93,16.4
4055,England,55,0,Unemployed,1,Black,250,57.1,19.87,20.45,22.8,19.51,47.14,87.33
4056,England,48,0,Student,1,Red,250,0,25.04,1.93,0,21.62,35.81,67.24
4057,England,32,0,Self-employed,1,Red,1000,9.99,5.37,4.16,81.88,44.03,34.06,244.07
4058,England,48,0,Employed,0,Red,250,46.02,27.19,24.39,39.72,41.1,33.5,91.36
4059,England,37,1,Employed,1,Black,500,0,128.29,39.44,34.11,102.88,25.49,176.97
4060,England,47,1,Employed,1,Black,1000,248.14,0,28.76,229.14,211.44,105.56,474.04
4061,England,39,1,Student,1,Red,1000,120.78,49.55,89.33,84.65,34.73,62.61,300
4062,England,23,0,Unemployed,1,Red,1000,35.41,15.25,28.9,61.21,26.36,49.97,145.33
4063,England,48,0,Employed,1,Black,250,25.46,34.21,39.64,31.12,40.43,12.26,58.99
4064,England,51,0,Retired,1,Red,250,13.33,25.72,8.53,9.27,17.88,5.93,14.65
4065,Scotland,44,0,Employed,0,Red,500,20.36,43.81,19.42,25.74,55.39,24.55,63.39
4066,Scotland,30,0,Student,1,Blue,500,8.69,12.45,7.55,16.74,23.99,14.54,40.81
4067,England,25,0,Employed,1,Red,250,27.01,5.83,3.63,37.22,26.47,0,43.59
4068,Wales,41,0,Employed,1,Blue,500,37.67,68.64,82.75,114.62,70.28,80.78,186.34
4069,Wales,26,0,Unemployed,0,Red,250,7.32,12.68,4.13,5.98,10.36,7.77,11.55
4070,England,67,0,Employed,1,Black,250,7.3,35.33,57.8,22.83,30.63,93.45,97.31
4071,Wales,48,0,Employed,1,Blue,500,0,17.81,118.8,0,53.15,13.42,178.54
4072,England,45,0,Employed,0,Black,250,69.99,18.72,39.06,21.28,16.87,21.14,35.82
4073,England,40,0,Self-employed,1,Blue,500,30.7,43.8,33.61,40.41,41.85,32.12,81.47
4074,England,53,0,Employed,1,Red,1000,30.62,137.98,277.2,31.13,157.35,122.56,386.51
4075,England,42,1,Student,0,Black,1000,0,238.8,0,129.96,194.61,0,311.71
4076,England,97,0,Retired,0,Black,250,0,0,0,12.23,16.77,2.21,5.08
4077,England,53,0,Retired,0,Blue,250,1.82,3.35,1.11,14.83,27.26,9.03,70.29
4078,England,59,0,Employed,1,Black,500,2.72,7.46,44.47,31.26,30.51,70.94,75.98
4079,England,47,0,Employed,1,Black,250,0,25.32,2.24,0,28.4,0,84.12
4080,England,54,0,Retired,0,Blue,500,19.28,32.7,20.36,30.49,51.71,47.58,61.48
4081,England,52,0,Employed,1,Black,250,0,38.15,0,0,33.8,0,65.65
4082,England,63,0,Retired,1,Black,250,15.11,8.1,15.4,32.38,0,61.71,88.86
4083,England,47,0,Unemployed,1,Blue,250,8.96,18.69,9.17,9.32,19.45,9.54,22.84
4084,England,72,0,Employed,1,Red,500,146.52,63.43,198,122.77,74.74,167.97,324.7
4085,England,41,1,Student,1,Black,250,54.46,69.38,17.66,32.59,67.99,10.15,88.06
4086,England,55,0,Retired,0,Blue,250,0,0,0,0,0,0,0
4087,England,22,0,Student,1,Black,250,5.08,7.98,1.75,6.02,9.46,2.08,23.88
